rownames,Site,Substrate,Rep,Stream_Name,lat,long,altS,MAT,MAP,SW_pH,DO_perc.sat,DO_mg.per.L,SW_Temp_degC,X00681_NPOC_mg_per_L_as_C,X000681_NPOC_mg_per_L_as_C,00602_TN_mg_per_L_as_N,00950_F_mg_per_L,00940_Cl_mg_per_L,71856_NO2_mg_per_L_as_NO2,00945_SO4_mg_per_L_as_SO4,71851_NO3_mg_per_L_as_NO3,NPOC_Dilution_Factor,C_Sample_Vol_mL.x,C_DIW_Vol_mL.x,SPE_NPOC_sample_concentration_mg.per.L.as.C.x,SPE_sample_volume_mL.x,Final_Concen_After_SPE_ppm.x,Methanol_elution_mL.x,FTICR_Ion_Accumulation_Time,slope_of_the_regression,rate_mg_per_L_per_min,rate_mg_per_L_per_h,R_squared,R_squared_adj,p_value,total_incubation_time_min,C_Sample_Vol_mL.y,C_DIW_Vol_mL.y,Tot_volume_SPE_mL,SPE_NPOC_sample_concentration_mg.per.L.as.C.y,SPE_sample_volume_mL.y,Final_Concen_After_SPE_ppm.y,Methanol_elution_mL.y,del_2H_permil,X2H_standev_permil,del_18O_permil,X18O_standev_permil,n_injections,00691_DIC_mg_per_L_as_C
S19S_0084_ICR-2,S19S_0084,Water,2,Watershed 3 stream,43.954722,-71.722778,576,4.4,1204,6,Not_Provided,Not_Provided,17.2,,2.15,0.15,Below_Range,0.37,Below_Range,2.88,Below_Range,,,,,,,,,,,,,,,,10.577,4.423,15,1.5,15,9,1.5,-57.5,0.4,-9.24,0.13,4,
S19S_0084_ICR-3,S19S_0084,Water,3,Watershed 3 stream,43.954722,-71.722778,576,4.4,1204,6,Not_Provided,Not_Provided,17.2,,1.36,0.13,Below_Range,0.36,Below_Range,2.85,Below_Range,,,,,,,,,,,,,,,,15,0,15,1.33,15,7.96,1.5,-57.5,0.4,-9.24,0.13,4,
S19S_0084_Sed_Field_ICR-D,S19S_0084,Sedi_Field,Down,Watershed 3 stream,43.954722,-71.722778,576,4.4,1204,6,Not_Provided,Not_Provided,17.2,9.65,,,,,,,,2,2.25,12.75,1.5,15,9,1.5,0.2,-0.02,0.02,1.07,0.995,0.994,0.001,112,,,,,,,,,,,,,
S19S_0084_Sed_Field_ICR-M,S19S_0084,Sedi_Field,Mid,Watershed 3 stream,43.954722,-71.722778,576,4.4,1204,6,Not_Provided,Not_Provided,17.2,22.51,,,,,,,,2,0.95,14.05,1.5,15,9,1.5,0.2,-0.02,0.02,1.33,0.99,0.987,0.001,110,,,,,,,,,,,,,
S19S_0084_Sed_Field_ICR-U,S19S_0084,Sedi_Field,Up,Watershed 3 stream,43.954722,-71.722778,576,4.4,1204,6,Not_Provided,Not_Provided,17.2,10.62,,,,,,,,2,2.04,12.96,1.5,15,9,1.5,0.2,-0.01,0.01,0.75,0.907,0.884,0.002,112,,,,,,,,,,,,,
S19S_0085_ICR-1,S19S_0085,Water,1,Mores Creek,43.64819,-115.98891,947,9.7,438,7,Not_Provided,Not_Provided,Not_Provided,,1.29,0.13,0.38,2.68,Below_Range,4.09,Below_Range,,,,,,,,,,,,,,,,12.5,2.5,15,1.5,15,9,1.5,-121.1,1.1,-15.83,0.14,4,
S19S_0085_ICR-2,S19S_0085,Water,2,Mores Creek,43.64819,-115.98891,947,9.7,438,7,Not_Provided,Not_Provided,Not_Provided,,1.57,0.16,0.37,2.66,Below_Range,4.05,Below_Range,,,,,,,,,,,,,,,,15,0,15,1.52,15,9.14,1.5,-121.1,1.1,-15.83,0.14,4,
S19S_0085_ICR-3,S19S_0085,Water,3,Mores Creek,43.64819,-115.98891,947,9.7,438,7,Not_Provided,Not_Provided,Not_Provided,,0.87,0.17,0.37,2.66,Below_Range,4.05,Below_Range,,,,,,,,,,,,,,,,20.27,0,20.27,1.457,20.27,11.809,1.5,-121.1,1.1,-15.83,0.14,4,
S19S_0085_Sed_Field_ICR-D,S19S_0085,Sedi_Field,Down,Mores Creek,43.64819,-115.98891,947,9.7,438,7,Not_Provided,Not_Provided,Not_Provided,17.21,,,,,,,,2,1.28,13.72,1.5,15,9,1.5,0.15,-0.02,0.02,1.34,0.942,0.934,0.002,128,,,,,,,,,,,,,
S19S_0085_Sed_Field_ICR-M,S19S_0085,Sedi_Field,Mid,Mores Creek,43.64819,-115.98891,947,9.7,438,7,Not_Provided,Not_Provided,Not_Provided,16.71,,,,,,,,2,1.3,13.7,1.5,15,9,1.5,0.15,-0.04,0.04,2.35,0.999,0.999,0.001,71,,,,,,,,,,,,,
S19S_0085_Sed_Field_ICR-U,S19S_0085,Sedi_Field,Up,Mores Creek,43.64819,-115.98891,947,9.7,438,7,Not_Provided,Not_Provided,Not_Provided,31.34,,,,,,,,2,0.72,14.28,1.5,15,9,1.5,0.15,-0.05,0.05,2.79,0.993,0.991,0.002,62,,,,,,,,,,,,,
S19S_0086_ICR-1,S19S_0086,Water,1,Red Butte Creek,40.7801,-111.8054,1753,7.7,640,8,Not_Provided,Not_Provided,11.5,,0.58,Below_Range,Below_Range,11.2,Below_Range,82.35,Below_Range,,,,,,,,,,,,,,,,12.81,0,12.81,1.208,12.81,6.188,1.5,-123,0.8,-16.61,0.18,4,
S19S_0086_ICR-2,S19S_0086,Water,2,Red Butte Creek,40.7801,-111.8054,1753,7.7,640,8,Not_Provided,Not_Provided,11.5,,0.74,0.15,0.13,10.8,Below_Range,80.07,Below_Range,,,,,,,,,,,,,,,,15.1,0,15.1,1.311,15.1,7.916,1.5,-123,0.8,-16.61,0.18,4,
S19S_0086_ICR-3,S19S_0086,Water,3,Red Butte Creek,40.7801,-111.8054,1753,7.7,640,8,Not_Provided,Not_Provided,11.5,,0.77,0.1,0.14,10.95,Below_Range,81.36,Below_Range,,,,,,,,,,,,,,,,14.62,0,14.62,1.377,14.62,8.05,1.5,-123,0.8,-16.61,0.18,4,
S19S_0086_Sed_Field_ICR-D,S19S_0086,Sedi_Field,Down,Red Butte Creek,40.7801,-111.8054,1753,7.7,640,8,Not_Provided,Not_Provided,11.5,12.92,,,,,,,,2,1.68,13.32,1.5,15,9,1.5,0.2,-0.08,0.08,4.63,0.973,0.959,0.009,41,,,,,,,,,,,,,
S19S_0086_Sed_Field_ICR-M,S19S_0086,Sedi_Field,Mid,Red Butte Creek,40.7801,-111.8054,1753,7.7,640,8,Not_Provided,Not_Provided,11.5,5.27,,,,,,,,2,3.88,11.12,1.5,15,9,1.5,0.2,-0.02,0.02,0.93,0.992,0.991,0.001,120,,,,,,,,,,,,,
S19S_0086_Sed_Field_ICR-U,S19S_0086,Sedi_Field,Up,Red Butte Creek,40.7801,-111.8054,1753,7.7,640,8,Not_Provided,Not_Provided,11.5,11.3,,,,,,,,2,1.88,13.12,1.5,15,9,1.5,0.2,-0.28,0.28,16.92,1,,,15,,,,,,,,,,,,,
S19S_0087_ICR-1,S19S_0087,Water,1,Dobson Creek,43.1231912,-116.7745057,1508,6.7,368,7.25,Not_Provided,Not_Provided,17.1,,2.16,0.24,0.15,1.17,Below_Range,1.73,Below_Range,,,,,,,,,,,,,,,,10.307,4.693,15,1.5,15,9,1.5,-112.2,0.6,-14.54,0.2,4,
S19S_0087_ICR-2,S19S_0087,Water,2,Dobson Creek,43.1231912,-116.7745057,1508,6.7,368,7.25,Not_Provided,Not_Provided,17.1,,1.45,0.17,0.12,1.04,Below_Range,1.69,Below_Range,,,,,,,,,,,,,,,,15,0,15,1.44,15,8.63,1.5,-112.2,0.6,-14.54,0.2,4,
S19S_0087_ICR-3,S19S_0087,Water,3,Dobson Creek,43.1231912,-116.7745057,1508,6.7,368,7.25,Not_Provided,Not_Provided,17.1,,1.46,0.28,0.1,1.06,Below_Range,1.68,Below_Range,,,,,,,,,,,,,,,,11.4,3.6,15,1.5,15,9,1.5,-112.2,0.6,-14.54,0.2,4,
S19S_0087_Sed_Field_ICR-D,S19S_0087,Sedi_Field,Down,Dobson Creek,43.1231912,-116.7745057,1508,6.7,368,7.25,Not_Provided,Not_Provided,17.1,30.17,,,,,,,,2,0.66,14.34,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0087_Sed_Field_ICR-M,S19S_0087,Sedi_Field,Mid,Dobson Creek,43.1231912,-116.7745057,1508,6.7,368,7.25,Not_Provided,Not_Provided,17.1,25.82,,,,,,,,2,0.4,14.6,1.5,15,9,1.5,0.15,-0.19,0.19,11.56,1,,,15,,,,,,,,,,,,,
S19S_0087_Sed_Field_ICR-U,S19S_0087,Sedi_Field,Up,Dobson Creek,43.1231912,-116.7745057,1508,6.7,368,7.25,Not_Provided,Not_Provided,17.1,25.61,,,,,,,,2,0.87,14.13,1.5,15,9,1.5,0.15,-0.18,0.18,10.94,0.995,0.99,0.013,32,,,,,,,,,,,,,
S19S_0089_ICR-1,S19S_0089,Water,1,Stroubles Creek,37.21014,-80.44513,611,11.2,984,7,118.6,9.95,20.8,,1.59,0.93,0.17,36.93,Below_Range,22.55,2.73,,,,,,,,,,,,,,,,15,0,15,1.56,15,9.36,1.5,-34.4,0.7,-5.38,0.16,4,
S19S_0089_ICR-2,S19S_0089,Water,2,Stroubles Creek,37.21014,-80.44513,611,11.2,984,7,118.6,9.95,20.8,,2.37,0.72,0.2,36.83,Below_Range,22.79,2.68,,,,,,,,,,,,,,,,9.588,5.412,15,1.5,15,9,1.5,-34.4,0.7,-5.38,0.16,4,
S19S_0089_ICR-3,S19S_0089,Water,3,Stroubles Creek,37.21014,-80.44513,611,11.2,984,7,118.6,9.95,20.8,,1.16,0.87,0.16,29.03,Below_Range,17.34,2.03,,,,,,,,,,,,,,,,15,0,15,1.13,15,6.76,1.5,-34.4,0.7,-5.38,0.16,4,
S19S_0089_Sed_Field_ICR-D,S19S_0089,Sedi_Field,Down,Stroubles Creek,37.21014,-80.44513,611,11.2,984,7,118.6,9.95,20.8,Above_Range_Greater_Than_22,,,,,,,,2,0.4,14.6,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0089_Sed_Field_ICR-M,S19S_0089,Sedi_Field,Mid,Stroubles Creek,37.21014,-80.44513,611,11.2,984,7,118.6,9.95,20.8,33.07,,,,,,,,2,0.65,14.35,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0089_Sed_Field_ICR-U,S19S_0089,Sedi_Field,Up,Stroubles Creek,37.21014,-80.44513,611,11.2,984,7,118.6,9.95,20.8,32.15,,,,,,,,2,0.67,14.33,1.5,15,9,1.5,0.2,-0.28,0.28,16.51,0.993,0.987,0.023,25,,,,,,,,,,,,,
S19S_0090_ICR-2,S19S_0090,Water,2,Cobb Mill Creek,37.291396,-75.930807,8,14.8,1056,6.5,65,5.8,22.9,,2.08,5.08,Below_Range,20.63,Below_Range,36.86,23.42,,,,,,,,,,,,,,,,10.943,4.057,15,1.5,15,9,1.5,-33.8,1.3,-5.46,0.3,4,
S19S_0090_ICR-3,S19S_0090,Water,3,Cobb Mill Creek,37.291396,-75.930807,8,14.8,1056,6.5,65,5.8,22.9,,1.54,5.34,Below_Range,20.45,Below_Range,36.47,23.15,,,,,,,,,,,,,,,,15,0,15,1.52,15,9.14,1.5,-33.8,1.3,-5.46,0.3,4,
S19S_0090_Sed_Field_ICR-D,S19S_0090,Sedi_Field,Down,Cobb Mill Creek,37.291396,-75.930807,8,14.8,1056,6.5,65,5.8,22.9,16.07,,,,,,,,2,1.33,13.67,1.5,15,9,1.5,0.2,-0.22,0.22,13.31,1,,,17,,,,,,,,,,,,,
S19S_0090_Sed_Field_ICR-M,S19S_0090,Sedi_Field,Mid,Cobb Mill Creek,37.291396,-75.930807,8,14.8,1056,6.5,65,5.8,22.9,15.6,,,,,,,,2,1.28,13.72,1.5,15,9,1.5,0.2,-0.02,0.02,1.19,0.999,0.999,0.0002,122,,,,,,,,,,,,,
S19S_0090_Sed_Field_ICR-U,S19S_0090,Sedi_Field,Up,Cobb Mill Creek,37.291396,-75.930807,8,14.8,1056,6.5,65,5.8,22.9,9.21,,,,,,,,2,2.32,12.68,1.5,15,9,1.5,0.2,-0.03,0.03,1.5,0.831,0.797,0.005,90,,,,,,,,,,,,,
S19S_0091_ICR-2,S19S_0091,Water,2,Copper River,60.520913,-144.837484,1,3.5,1909,6.5,Not_Provided,Not_Provided,9.6,,Below_Range_Less_Than_0.45,0.8,0.08,1.86,Below_Range,22.77,Below_Range,,,,,,,,,,,,,,,,14.72,0,14.72,1.022,14.72,6.016,1.5,,,,,,
S19S_0091_ICR-3,S19S_0091,Water,3,Copper River,60.520913,-144.837484,1,3.5,1909,6.5,Not_Provided,Not_Provided,9.6,,Below_Range_Less_Than_0.45,0.11,0.09,1.85,Below_Range,22.66,Below_Range,,,,,,,,,,,,,,,,15.81,0,15.81,1.048,15.81,6.63,1.5,,,,,,
S19S_0091_Sed_Field_ICR-D,S19S_0091,Sedi_Field,Down,Copper River,60.520913,-144.837484,1,3.5,1909,6.5,Not_Provided,Not_Provided,9.6,3.28,,,,,,,,2,5.5,9.5,1.261069957,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0091_Sed_Field_ICR-M,S19S_0091,Sedi_Field,Mid,Copper River,60.520913,-144.837484,1,3.5,1909,6.5,Not_Provided,Not_Provided,9.6,1.35,,,,,,,,2,5.5,9.5,0.515978741,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0091_Sed_Field_ICR-U,S19S_0091,Sedi_Field,Up,Copper River,60.520913,-144.837484,1,3.5,1909,6.5,Not_Provided,Not_Provided,9.6,1.67,,,,,,,,2,5.5,9.5,1.261069957,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0092_ICR-1,S19S_0092,Water,1,Blythe,52.419804,-1.704362,94,9.2,660,7,7,0.7,17.3,,8.31,29.62,0.35,63.64,2.72,90.39,107.33,,,,,,,,,,,,,,,,2.8,12.2,15,1.5,15,9,1.5,,,,,,
S19S_0092_ICR-2,S19S_0092,Water,2,Blythe,52.419804,-1.704362,94,9.2,660,7,7,0.7,17.3,,9.01,29.59,0.37,63.59,2.83,89.91,106.14,,,,,,,,,,,,,,,,2.6,12.4,15,1.5,15,9,1.5,,,,,,
S19S_0092_ICR-3,S19S_0092,Water,3,Blythe,52.419804,-1.704362,94,9.2,660,7,7,0.7,17.3,,8.13,29.9,0.63,64.91,3.14,92.55,107.22,,,,,,,,,,,,,,,,2.8,12.2,15,1.5,15,9,1.5,,,,,,
S19S_0092_Sed_Field_ICR-D,S19S_0092,Sedi_Field,Down,Blythe,52.419804,-1.704362,94,9.2,660,7,7,0.7,17.3,11.8,,,,,,,,2,0.99,14.01,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0092_Sed_Field_ICR-M,S19S_0092,Sedi_Field,Mid,Blythe,52.419804,-1.704362,94,9.2,660,7,7,0.7,17.3,38,,,,,,,,2,0.69,14.31,1.5,15,9,1.5,0.1,,,,,,,,,,,,,,,,,,,,
S19S_0092_Sed_Field_ICR-U,S19S_0092,Sedi_Field,Up,Blythe,52.419804,-1.704362,94,9.2,660,7,7,0.7,17.3,41.01,,,,,,,,2,0.63,14.37,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0093_ICR-1,S19S_0093,Water,1,Wood Brook,52.800667,-2.304694,110,9,725,7.5,Not_Provided,8.2,14.1,,11.09,7.81,0.16,25.13,Below_Range,41.34,32.59,,,,,,,,,,,,,,,,2.023,12.977,15,1.5,15,9,1.5,-44.5,0.4,-6.64,0.08,4,
S19S_0093_ICR-2,S19S_0093,Water,2,Wood Brook,52.800667,-2.304694,110,9,725,7.5,Not_Provided,8.2,14.1,,10.83,5.96,0.16,21.16,Below_Range,41.6,27.59,,,,,,,,,,,,,,,,2.088,12.912,15,1.5,15,9,1.5,-44.5,0.4,-6.64,0.08,4,
S19S_0093_ICR-3,S19S_0093,Water,3,Wood Brook,52.800667,-2.304694,110,9,725,7.5,Not_Provided,8.2,14.1,,8.47,8.36,0.14,23.16,Below_Range,37.72,29.82,,,,,,,,,,,,,,,,2.7,12.3,15,1.5,15,9,1.5,-44.5,0.4,-6.64,0.08,4,
S19S_0093_Sed_Field_ICR-D,S19S_0093,Sedi_Field,Down,Wood Brook,52.800667,-2.304694,110,9,725,7.5,Not_Provided,8.2,14.1,25.04,,,,,,,,2,0.95,14.05,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0093_Sed_Field_ICR-M,S19S_0093,Sedi_Field,Mid,Wood Brook,52.800667,-2.304694,110,9,725,7.5,Not_Provided,8.2,14.1,36.46,,,,,,,,2,0.41,14.59,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0093_Sed_Field_ICR-U,S19S_0093,Sedi_Field,Up,Wood Brook,52.800667,-2.304694,110,9,725,7.5,Not_Provided,8.2,14.1,50.29,,,,,,,,2,0.44,14.56,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0094_ICR-1,S19S_0094,Water,1,Icacos,18.275889,-65.7853037,658,21,3001,6.5,89.2,7.84,21.2,,1.24,0.27,Below_Range,6.13,Below_Range,1.31,0.63,,,,,,,,,,,,,,,,15,0,15,1.29,15,7.71,1.5,-3.8,1.6,-2.14,0.32,4,
S19S_0094_ICR-2,S19S_0094,Water,2,Icacos,18.275889,-65.7853037,658,21,3001,6.5,89.2,7.84,21.2,,0.8,0.25,Below_Range,6.04,Below_Range,1.22,0.56,,,,,,,,,,,,,,,,15.53,0,15.53,1.398,15.53,8.686,1.5,-3.8,1.6,-2.14,0.32,4,
S19S_0094_ICR-3,S19S_0094,Water,3,Icacos,18.275889,-65.7853037,658,21,3001,6.5,89.2,7.84,21.2,,1.09,0.23,Below_Range,6.05,Below_Range,1.2,0.58,,,,,,,,,,,,,,,,13.6,1.4,15,1.5,15,9,1.5,-3.8,1.6,-2.14,0.32,4,
S19S_0094_Sed_Field_ICR-D,S19S_0094,Sedi_Field,Down,Icacos,18.275889,-65.7853037,658,21,3001,6.5,89.2,7.84,21.2,7.57,,,,,,,,2,2.76,12.24,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0094_Sed_Field_ICR-M,S19S_0094,Sedi_Field,Mid,Icacos,18.275889,-65.7853037,658,21,3001,6.5,89.2,7.84,21.2,5.46,,,,,,,,2,3.79,11.21,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0094_Sed_Field_ICR-U,S19S_0094,Sedi_Field,Up,Icacos,18.275889,-65.7853037,658,21,3001,6.5,89.2,7.84,21.2,4.92,,,,,,,,2,4.08,10.92,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0096_ICR-1,S19S_0096,Water,1,Orco ,45.24768,7.8043267,209,12.2,837,6.5,Not_Provided,Not_Provided,18.4,,0.89,1.68,0.09,3.17,0.06,6.14,5.41,,,,,,,,,,,,,,,,15.56,0,15.56,1.25,15.56,7.78,1.5,,,,,,
S19S_0096_ICR-2,S19S_0096,Water,2,Orco ,45.24768,7.8043267,209,12.2,837,6.5,Not_Provided,Not_Provided,18.4,,0.88,1.38,0.09,3.13,0.06,6.04,5.36,,,,,,,,,,,,,,,,15.69,0,15.69,1.23,15.69,7.72,1.5,,,,,,
S19S_0096_ICR-3,S19S_0096,Water,3,Orco ,45.24768,7.8043267,209,12.2,837,6.5,Not_Provided,Not_Provided,18.4,,0.78,1.85,0.11,3.12,0.07,6.07,5.46,,,,,,,,,,,,,,,,14.68,0,14.68,1.2,14.68,7.05,1.5,,,,,,
S19S_0096_Sed_Field_ICR-D,S19S_0096,Sedi_Field,Down,Orco ,45.24768,7.8043267,209,12.2,837,6.5,Not_Provided,Not_Provided,18.4,3.23,,,,,,,,2,5.68,9.32,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0096_Sed_Field_ICR-M,S19S_0096,Sedi_Field,Mid,Orco ,45.24768,7.8043267,209,12.2,837,6.5,Not_Provided,Not_Provided,18.4,20.08,,,,,,,,2,1.02,13.98,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0096_Sed_Field_ICR-U,S19S_0096,Sedi_Field,Up,Orco ,45.24768,7.8043267,209,12.2,837,6.5,Not_Provided,Not_Provided,18.4,67,,,,,,,,2,0.34,14.66,1.5,15,9,1.5,0.15,,,,,,,,,,,,,,,,,,,,
S19S_0097_ICR-1,S19S_0097,Water,1,Logan,41.720744,-111.88642,1350,8.9,464,8.49,126,Not_Provided,16.9,,0.58,0.34,0.11,12.74,Below_Range,14.24,1.15,,,,,,,,,,,,,,,,15,0,15,0.51,15,3.08,1.5,,,,,,
S19S_0097_ICR-2,S19S_0097,Water,2,Logan,41.720744,-111.88642,1350,8.9,464,8.49,126,Not_Provided,16.9,,1.16,0.39,Below_Range,12.53,Below_Range,14.09,1.05,,,,,,,,,,,,,,,,15,0,15,1.12,15,6.72,1.5,,,,,,
S19S_0097_ICR-3,S19S_0097,Water,3,Logan,41.720744,-111.88642,1350,8.9,464,8.49,126,Not_Provided,16.9,,0.98,0.4,Below_Range,11.27,Below_Range,12.49,0.86,,,,,,,,,,,,,,,,15,0,15,0.99,15,5.91,1.5,,,,,,
S19S_0097_Sed_Field_ICR-D,S19S_0097,Sedi_Field,Down,Logan,41.720744,-111.88642,1350,8.9,464,8.49,126,Not_Provided,16.9,29.05,,,,,,,,2,0.72,14.28,1.5,15,9,1.5,0.2,-0.31,0.31,18.48,1,,,15,,,,,,,,,,,,,
S19S_0097_Sed_Field_ICR-M,S19S_0097,Sedi_Field,Mid,Logan,41.720744,-111.88642,1350,8.9,464,8.49,126,Not_Provided,16.9,16.42,,,,,,,,2,1.34,13.66,1.5,15,9,1.5,0.15,-0.15,0.15,8.77,0.948,0.896,0.034,31,,,,,,,,,,,,,
S19S_0097_Sed_Field_ICR-U,S19S_0097,Sedi_Field,Up,Logan,41.720744,-111.88642,1350,8.9,464,8.49,126,Not_Provided,16.9,34.99,,,,,,,,2,0.62,14.38,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0098_ICR-1,S19S_0098,Water,1,Logan,41.950373,-111.580465,2165,3.3,449,8.31,102.1,Not_Provided,10.34,,0.93,0.24,Below_Range,1.19,Below_Range,1.9,0.57,,,,,,,,,,,,,,,,15,0,15,0.92,15,5.54,1.5,-124.5,1.2,-16.76,0.17,4,
S19S_0098_ICR-2,S19S_0098,Water,2,Logan,41.950373,-111.580465,2165,3.3,449,8.31,102.1,Not_Provided,10.34,,0.73,0.22,Below_Range,1.18,Below_Range,2.02,0.69,,,,,,,,,,,,,,,,15,0,15,0.76,15,4.59,1.5,-124.5,1.2,-16.76,0.17,4,
S19S_0098_ICR-3,S19S_0098,Water,3,Logan,41.950373,-111.580465,2165,3.3,449,8.31,102.1,Not_Provided,10.34,,0.94,0.2,Below_Range,1.15,Below_Range,1.88,0.62,,,,,,,,,,,,,,,,15,0,15,0.93,15,5.57,1.5,-124.5,1.2,-16.76,0.17,4,
S19S_0098_Sed_Field_ICR-D,S19S_0098,Sedi_Field,Down,Logan,41.950373,-111.580465,2165,3.3,449,8.31,102.1,Not_Provided,10.34,31.86,,,,,,,,2,0.67,14.33,1.5,15,9,1.5,0.2,-0.13,0.13,7.56,0.935,0.87,0.033,26,,,,,,,,,,,,,
S19S_0098_Sed_Field_ICR-M,S19S_0098,Sedi_Field,Mid,Logan,41.950373,-111.580465,2165,3.3,449,8.31,102.1,Not_Provided,10.34,38.7,,,,,,,,2,0.55,14.45,1.5,15,9,1.5,0.2,-0.09,0.09,5.3,0.964,0.928,0.017,35,,,,,,,,,,,,,
S19S_0098_Sed_Field_ICR-U,S19S_0098,Sedi_Field,Up,Logan,41.950373,-111.580465,2165,3.3,449,8.31,102.1,Not_Provided,10.34,29.44,,,,,,,,2,0.73,14.27,1.5,15,9,1.5,0.2,-0.16,0.16,9.37,1,,,21,,,,,,,,,,,,,
S19S_0099_ICR-1,S19S_0099,Water,1,Great Miami,39.2386771,-84.7123967,160,11.8,1048,7.5,Not_Provided,Not_Provided,27.3,,2.3,1.49,0.34,70.69,Below_Range,47.79,4.92,,,,,,,,,,,,,,,,8.1,6.9,15,1.5,15,9,1.5,-122.8,0.5,-16.08,0.09,4,
S19S_0099_ICR-2,S19S_0099,Water,2,Great Miami,39.2386771,-84.7123967,160,11.8,1048,7.5,Not_Provided,Not_Provided,27.3,,Below_Range_Less_Than_0.45,1.45,0.3,68.5,Below_Range,45.59,4.84,,,,,,,,,,,,,,,,9.049,5.951,15,1.5,15,9,1.5,-122.8,0.5,-16.08,0.09,4,
S19S_0099_ICR-3,S19S_0099,Water,3,Great Miami,39.2386771,-84.7123967,160,11.8,1048,7.5,Not_Provided,Not_Provided,27.3,,1.62,1.73,0.31,66.4,Below_Range,44.43,4.56,,,,,,,,,,,,,,,,10.5,4.5,15,1.5,15,9,1.5,-122.8,0.5,-16.08,0.09,4,
S19S_0099_Sed_Field_ICR-D,S19S_0099,Sedi_Field,Down,Great Miami,39.2386771,-84.7123967,160,11.8,1048,7.5,Not_Provided,Not_Provided,27.3,8.65,,,,,,,,2,2.51,12.49,1.5,15,9,1.5,0.2,-0.03,0.03,1.75,0.996,0.995,0.001,108,,,,,,,,,,,,,
S19S_0099_Sed_Field_ICR-M,S19S_0099,Sedi_Field,Mid,Great Miami,39.2386771,-84.7123967,160,11.8,1048,7.5,Not_Provided,Not_Provided,27.3,14.18,,,,,,,,2,1.53,13.47,1.5,15,9,1.5,0.2,-0.05,0.05,2.77,0.993,0.989,0.003,55,,,,,,,,,,,,,
S19S_0099_Sed_Field_ICR-U,S19S_0099,Sedi_Field,Up,Great Miami,39.2386771,-84.7123967,160,11.8,1048,7.5,Not_Provided,Not_Provided,27.3,6.77,,,,,,,,2,3.17,11.83,1.5,15,9,1.5,0.2,-0.02,0.02,1.36,0.997,0.996,0.001,115,,,,,,,,,,,,,
S19S_0100_ICR-1,S19S_0100,Water,1,East River,38.922389,-106.95145,2764,1,532,7.24,71.5,7.6,14.2,,0.55,0.11,0.1,0.2,Below_Range,34.62,Below_Range,,,,,,,,,,,,,,,,15.79,0,15.79,1.147,15.79,7.243,1.5,-43.3,1.2,-6.53,0.25,4,
S19S_0100_ICR-2,S19S_0100,Water,2,East River,38.922389,-106.95145,2764,1,532,7.24,71.5,7.6,14.2,,0.47,Below_Range,Below_Range,Below_Range,Below_Range,34.82,Below_Range,,,,,,,,,,,,,,,,15.27,0,15.27,1.119,15.27,6.832,1.5,-43.3,1.2,-6.53,0.25,4,
S19S_0100_ICR-3,S19S_0100,Water,3,East River,38.922389,-106.95145,2764,1,532,7.24,71.5,7.6,14.2,,0.67,Below_Range,Below_Range,Below_Range,Below_Range,34.8,Below_Range,,,,,,,,,,,,,,,,10.82,0,10.82,1.06,10.82,4.59,1.5,-43.3,1.2,-6.53,0.25,4,
S19S_0100_Sed_Field_ICR-D,S19S_0100,Sedi_Field,Down,East River,38.922389,-106.95145,2764,1,532,7.24,71.5,7.6,14.2,12.65,,,,,,,,2,1.71,13.29,1.5,15,9,1.5,0.2,-0.2,0.2,12.08,1,,,15,,,,,,,,,,,,,
S19S_0100_Sed_Field_ICR-M,S19S_0100,Sedi_Field,Mid,East River,38.922389,-106.95145,2764,1,532,7.24,71.5,7.6,14.2,5.51,,,,,,,,2,3.8,11.2,1.5,15,9,1.5,0.2,-0.04,0.04,2.67,0.91,0.881,0.008,62,,,,,,,,,,,,,
S19S_0100_Sed_Field_ICR-U,S19S_0100,Sedi_Field,Up,East River,38.922389,-106.95145,2764,1,532,7.24,71.5,7.6,14.2,4,,,,,,,,2,5.36,9.64,1.5,15,9,1.5,0.2,-0.02,0.02,1.43,0.984,0.981,0.001,101,,,,,,,,,,,,,
